index,fecha,hora,codigo_defecto,alerta,especificacion
5183,22/08/2006,22:21:40,[ae04],<WARNING>, Found score is lower than score input.(Camera ID:2)
5184,22/08/2006,22:21:40,[a132],<WARNING>,[StationR2] Failed to recognize the second PCB fiducial mark.
5241,22/08/2006,22:21:48,[ae04],<WARNING>, Found score is lower than score input.(Camera ID:2)
5242,22/08/2006,22:21:48,[a132],<WARNING>,[StationR2] Failed to recognize the second PCB fiducial mark.
5282,22/08/2006,22:22:04,[ae04],<WARNING>, Found score is lower than score input.(Camera ID:2)
5283,22/08/2006,22:22:04,[a132],<WARNING>,[StationR2] Failed to recognize the second PCB fiducial mark.
5310,22/08/2006,22:22:30,[ff01],<WARNING>,Homing is completed properly.
5399,22/08/2006,22:25:55,[ae12],<WARNING>, Contrast is too low btn fiducial and background.(Camera ID:2)
5400,22/08/2006,22:25:55,[a132],<WARNING>,[StationR2] Failed to recognize the second PCB fiducial mark.
5467,22/08/2006,22:26:08,[ae12],<WARNING>, Contrast is too low btn fiducial and background.(Camera ID:2)
5468,22/08/2006,22:26:08,[a132],<WARNING>,[StationR2] Failed to recognize the second PCB fiducial mark.
5527,22/08/2006,22:26:49,[ff01],<WARNING>,Homing is completed properly.
5804,22/08/2006,23:34:41,[5011],<WARNING>,[IT System] Vacant slot exists in the feeder base.
5826,22/08/2006,23:51:41,[0953],<WARNING>,The teaching box was enabled at the front side.
5827,22/08/2006,23:51:41,[0951],<WARNING>,The teaching box was disabled at the rear.
5832,22/08/2006,23:52:12,[ff01],<WARNING>,Homing is completed properly.
6887,22/08/2007,03:01:11,[5611],<WARNING>,Head15 Pneumatic error was occurred during pickup part 35-12068-from tape feeder R28.
6888,22/08/2007,03:01:13,[5611],<WARNING>,Head15 Pneumatic error was occurred during pickup part 35-12068-from tape feeder R28.
6889,22/08/2007,03:01:13,[5611],<WARNING>,Head15 Pneumatic error was occurred during pickup part 35-12068-from tape feeder R28.
6890,22/08/2007,03:01:14,[5101],<WARNING>,Head15 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
6907,22/08/2007,03:02:22,[0950],<WARNING>,The teaching box was disabled at the front.
6908,22/08/2007,03:02:22,[0954],<WARNING>,The teaching box was enabled at the rear side.
6958,22/08/2007,03:07:00,[aa1f],<WARNING>, R28 Head11 35-12068 Failed to pick up a part properly.
6959,22/08/2007,03:07:00,[aa1f],<WARNING>, R28 Head12 35-12068 Failed to pick up a part properly.
6960,22/08/2007,03:07:00,[aa1f],<WARNING>, R28 Head13 35-12068 Failed to pick up a part properly.
6961,22/08/2007,03:07:00,[aa1f],<WARNING>, R28 Head14 35-12068 Failed to pick up a part properly.
6962,22/08/2007,03:07:00,[aa1f],<WARNING>, R28 Head15 35-12068 Failed to pick up a part properly.
6963,22/08/2007,03:07:02,[5101],<WARNING>,Head11 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
6964,22/08/2007,03:07:02,[5101],<WARNING>,Head12 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
6965,22/08/2007,03:07:02,[5101],<WARNING>,Head13 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
6966,22/08/2007,03:07:02,[5101],<WARNING>,Head14 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
6967,22/08/2007,03:07:02,[5101],<WARNING>,Head15 Feeder R28 Part 35-12068-The retry count for part pickup was exceeded for the tape feeder.
7327,22/08/2007,04:09:38,[5611],<WARNING>,Head3 Pneumatic error was occurred during pickup part 35-12068 from tape feeder F28.
9123,22/08/2007,08:52:52,[0953],<WARNING>,The teaching box was enabled at the front side.
9124,22/08/2007,08:52:52,[0951],<WARNING>,The teaching box was disabled at the rear.
